iso_code,continent,location,date,total_cases,new_cases_per_million,new_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,people_fully_vaccinated_per_hundred,population,life_expectancy,gdp_per_capita
NLD,Europe,Netherlands,2021-04-18,1413155.0,405.203,0.683,46.003,95.081,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-19,1419979.0,388.522,1.253,46.288,98.554,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-20,1428454.0,482.521,1.537,46.857,104.19,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-21,1438066.0,547.255,1.025,46.8,102.027,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-22,1447276.0,524.367,1.082,47.768,104.93,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-23,1455338.0,459.007,0.797,47.654,101.116,6.2,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-24,1463352.0,456.274,1.253,46.459,96.675,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-25,1469552.0,352.994,0.626,47.882,96.276,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-26,1474894.0,304.144,0.74,46.288,100.148,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-27,1483543.0,492.427,1.765,46.686,101.173,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-28,1490820.0,414.313,0.626,46.345,102.311,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-29,1498578.0,441.698,1.139,46.288,107.663,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-04-30,1504337.0,327.886,1.366,45.946,108.119,6.91,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-01,1509845.0,313.596,1.196,46.174,104.019,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-02,1519032.0,523.058,0.171,45.775,102.254,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-03,1526767.0,440.389,0.968,46.971,103.45,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-04,1534040.0,414.085,1.822,46.572,102.198,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-05,1540832.0,386.7,1.366,47.256,97.643,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-06,1548317.0,426.155,1.366,45.946,99.294,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-07,1555719.0,421.43,1.196,45.377,98.155,8.35,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-08,1562282.0,373.662,1.651,44.295,96.789,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-09,1568140.0,333.523,0.228,43.669,94.967,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-10,1573661.0,314.336,0.968,43.099,98.497,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-11,1580022.0,362.161,2.448,42.587,98.611,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-12,1586039.0,342.575,0.911,42.018,91.494,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-13,1591554.0,313.994,0.797,41.733,85.288,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-14,1596005.0,253.416,0.569,41.448,86.654,10.11,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-15,1600446.0,252.846,0.74,40.424,83.865,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-16,1603275.0,161.068,0.74,39.057,83.466,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-17,1608611.0,303.803,0.399,38.772,85.516,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-18,1613175.0,259.849,0.968,36.78,85.573,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-19,1617826.0,264.803,0.854,36.267,77.716,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-20,1621994.0,237.303,1.025,35.356,72.762,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-21,1625166.0,180.596,0.683,34.616,69.119,12.87,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-22,1628588.0,194.83,1.082,34.275,64.279,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-23,1631288.0,153.723,0.399,34.73,62.856,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-24,1633750.0,140.173,0.569,34.047,62.457,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-25,1636524.0,157.937,0.74,32.965,62.742,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-26,1639860.0,189.934,0.569,31.826,60.294,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-27,1643722.0,219.881,0.911,30.802,55.283,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-28,1647110.0,192.894,0.854,29.663,52.323,16.15,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-29,1649829.0,154.805,0.455,28.41,48.565,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-30,1651874.0,116.431,0.342,27.67,47.882,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-05-31,1654194.0,132.088,0.114,27.158,48.394,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-01,1656715.0,143.532,0.512,25.45,45.149,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-02,1659450.0,155.716,0.683,23.913,43.783,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-03,1661847.0,136.472,0.797,22.432,40.082,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-04,1663974.0,121.1,0.455,21.464,39.171,19.89,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-05,1665521.0,88.078,0.512,19.984,37.463,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-06,1666906.0,78.854,0.228,19.585,37.235,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-07,1668330.0,81.075,0.171,19.529,37.007,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-08,1670055.0,98.212,0.854,18.276,35.072,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-09,1671624.0,89.33,0.285,17.308,30.175,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-10,1673009.0,78.854,0.342,16.91,27.67,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-11,1674221.0,69.005,0.171,15.999,25.507,23.1,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-12,1675266.0,59.497,0.057,15.315,22.945,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-13,1676118.0,48.508,0.114,15.088,23.4,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-14,1677160.0,59.326,0.228,14.974,23.799,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-15,1678187.0,58.472,0.057,14.234,22.489,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-16,1679262.0,61.205,0.228,13.607,20.838,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-17,1680157.0,50.956,0.171,12.867,19.756,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-18,1680846.0,39.228,0.057,12.412,17.934,26.74,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-19,1681553.0,40.253,0.171,,,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-20,1682112.0,31.826,0.0,,,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-21,1682803.0,39.342,0.057,11.216,16.739,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-22,1683462.0,37.52,0.171,10.533,15.771,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-23,1684165.0,40.025,0.228,9.679,14.518,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-24,1684815.0,37.007,0.114,8.996,13.323,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-25,1685374.0,31.826,0.285,8.369,12.298,30.73,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-26,1685872.0,28.353,0.0,8.028,11.273,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-27,1686429.0,31.713,0.057,8.028,11.615,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-28,1686979.0,31.314,0.0,8.085,10.761,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-29,1687614.0,36.153,0.228,7.231,10.362,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-06-30,1688443.0,47.199,0.0,7.288,9.565,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-01,1689384.0,53.575,0.171,6.775,9.053,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-02,1690509.0,64.051,0.399,6.149,7.971,34.66,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-03,1691726.0,69.289,0.057,5.807,7.288,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-04,1693245.0,86.484,0.0,5.637,7.174,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-05,1695461.0,126.167,0.057,6.263,7.174,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-06,1699110.0,207.754,0.057,5.864,6.206,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-07,1704543.0,309.326,0.171,5.921,5.807,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-08,1711470.0,394.386,0.114,5.124,6.035,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-09,1721753.0,585.458,0.114,4.896,6.832,37.88,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-10,1731076.0,530.801,0.057,4.669,7.003,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-11,1739517.0,480.585,0.0,5.01,6.718,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-12,1747341.0,445.456,0.057,4.783,7.345,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-13,1757776.0,594.112,0.171,4.27,7.345,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-14,1768758.0,625.255,0.057,4.213,7.857,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-15,1780058.0,643.361,0.171,4.099,8.996,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-16,1791094.0,628.33,0.114,4.27,10.818,43.23,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-17,1801234.0,577.317,0.0,4.384,11.785,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-18,1810108.0,505.237,0.057,4.327,13.38,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-19,1816820.0,382.145,0.114,4.783,15.771,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-20,1823727.0,393.247,0.285,5.693,17.934,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-21,1829968.0,355.329,0.171,6.035,18.333,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-22,1836366.0,364.267,0.171,6.092,18.731,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-23,1841635.0,299.988,0.171,6.092,21.066,47.14,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-24,1846228.0,261.5,0.228,6.604,22.091,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-25,1850079.0,219.255,0.228,7.629,22.717,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-26,1854052.0,226.201,0.057,7.971,24.88,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-27,1857513.0,197.051,0.171,9.053,26.019,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-28,1861942.0,252.163,0.455,9.337,26.475,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-29,1865346.0,193.805,0.171,10.077,26.816,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-30,1868281.0,167.103,0.342,10.02,27.044,50.88,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-07-31,1870585.0,131.177,0.342,10.305,27.67,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-01,1872679.0,119.221,0.114,10.647,28.24,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-02,1874863.0,124.345,0.0,11.216,29.72,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-03,1877680.0,160.385,0.171,11.33,29.606,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-04,1881062.0,192.553,0.399,10.931,26.759,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-05,1884012.0,167.957,0.626,11.33,26.987,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-06,1886437.0,138.066,0.455,11.729,26.93,55.04,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-07,1888755.0,131.974,0.512,11.444,27.044,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-08,1890781.0,115.349,0.114,11.387,26.93,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-09,1892942.0,123.036,0.114,12.07,27.215,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-10,1895105.0,123.149,0.569,12.184,26.873,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-11,1897712.0,148.428,0.569,11.956,25.393,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-12,1900432.0,154.862,0.399,11.956,24.994,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-13,1902775.0,133.398,0.399,11.159,25.621,58.68,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-14,1905064.0,130.323,0.399,11.273,25.848,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-15,1907313.0,128.046,0.171,11.387,26.816,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-16,1909619.0,131.291,0.342,11.33,28.695,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-17,1912438.0,160.499,0.342,11.273,27.784,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-18,1915012.0,146.55,0.455,12.07,26.702,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-19,1917274.0,128.786,0.342,12.526,25.734,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-20,1919710.0,138.693,0.342,12.241,25.734,59.98,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-21,1922163.0,139.661,0.455,12.412,24.994,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-22,1924553.0,136.074,0.342,12.469,25.108,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-23,1926990.0,138.75,0.171,12.753,25.848,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-24,1929896.0,165.452,0.683,13.095,26.247,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-25,1932538.0,150.421,0.569,12.981,25.393,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-26,1935413.0,163.687,0.512,12.412,25.051,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-27,1937863.0,139.49,0.171,12.639,24.88,61.11,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-28,1940188.0,132.373,0.569,12.753,23.969,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-29,1942384.0,125.028,0.171,12.753,23.799,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-30,1944734.0,133.796,0.228,12.526,26.702,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-08-31,1947601.0,163.231,0.683,12.07,26.133,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-01,1950401.0,159.417,0.228,11.785,24.823,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-02,1952970.0,146.265,0.455,11.899,25.165,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-03,1955683.0,154.463,0.512,12.298,24.994,61.93,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-04,1958057.0,135.163,0.569,12.07,25.165,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-05,1960172.0,120.417,0.114,12.127,26.588,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-06,1962653.0,141.255,0.171,12.526,26.304,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-07,1965473.0,160.555,0.455,12.241,26.361,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-08,1967868.0,136.358,0.399,12.469,25.734,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-09,1970581.0,154.463,0.171,12.184,25.222,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-10,1972779.0,125.142,0.228,12.013,26.304,62.37,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-11,1972801.0,1.253,0.342,11.899,24.994,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-12,1976632.0,218.116,0.0,11.672,24.767,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-13,1978661.0,115.52,0.285,11.842,25.621,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-14,1981037.0,135.277,0.626,11.558,24.596,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-15,1983135.0,119.449,0.399,11.387,22.774,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-16,1985305.0,123.548,0.455,11.501,21.521,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-17,1987322.0,114.837,0.569,11.045,21.18,62.85,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-18,1988985.0,94.682,0.228,10.931,20.44,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-19,1990332.0,76.691,0.171,11.102,20.724,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-20,1992022.0,96.219,0.569,11.273,20.895,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-21,1993951.0,109.827,0.342,11.387,21.521,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-22,1995789.0,104.646,0.228,10.59,19.699,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-23,1997487.0,96.675,0.683,10.419,18.788,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-24,1999098.0,91.722,0.228,9.964,17.991,63.26,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-25,2000711.0,91.835,0.171,9.85,16.91,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-26,2002098.0,78.968,0.057,9.622,17.308,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-27,2003827.0,98.44,0.399,9.337,18.219,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-28,2005610.0,101.514,0.455,8.768,18.276,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-29,2007313.0,96.96,0.342,8.142,17.821,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-09-30,2009046.0,98.668,0.114,7.971,17.991,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-01,2010712.0,94.853,0.342,7.515,17.365,63.6,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-02,2012331.0,92.177,0.285,7.288,16.739,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-03,2013969.0,93.259,0.057,7.458,18.162,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-04,2015872.0,108.346,0.228,7.288,18.561,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-05,2017767.0,107.891,0.399,7.515,19.984,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-06,2020526.0,157.082,0.171,7.629,19.756,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-07,2023318.0,158.961,0.342,7.288,19.415,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-08,2025828.0,142.906,0.114,7.401,19.301,63.94,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-09,2028086.0,128.558,0.114,7.231,19.529,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-10,2030805.0,154.805,0.057,7.401,19.87,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-11,2033692.0,164.37,0.285,7.857,20.44,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-12,2037425.0,212.537,0.399,7.857,21.294,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-13,2041059.0,206.9,0.683,7.8,22.034,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-14,2044775.0,211.569,0.228,7.971,22.432,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-15,2048478.0,210.829,0.399,7.8,23.115,64.26,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-16,2052155.0,209.348,0.285,7.857,23.229,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-17,2055509.0,190.959,0.342,8.085,23.4,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-18,2059408.0,221.988,0.228,8.312,26.418,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-19,2063990.0,260.874,0.797,8.654,26.475,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-20,2069196.0,296.401,0.626,9.394,27.613,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-21,2075065.0,334.149,0.399,9.337,28.24,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-22,2080745.0,323.388,0.569,9.907,29.834,64.55,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-23,2087041.0,358.46,1.309,10.191,29.834,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-24,2092337.0,301.526,0.057,10.533,32.054,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-25,2098086.0,327.317,0.342,11.33,33.99,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-26,2105350.0,413.573,1.139,10.931,37.406,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-27,2113035.0,437.542,0.968,11.387,37.52,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-28,2120426.0,420.803,0.797,11.558,42.189,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-29,2128372.0,452.402,0.74,12.355,45.775,64.85,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-30,2136546.0,465.383,0.74,12.412,46.914,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-10-31,2144240.0,438.055,0.797,12.526,51.355,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-01,2151971.0,440.161,0.683,13.437,55.568,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-02,2161083.0,518.788,1.025,13.664,61.034,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-03,2171297.0,581.53,1.879,14.234,60.351,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-04,2182208.0,621.213,1.309,15.543,60.009,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-05,2194170.0,681.051,1.139,16.283,60.578,65.11,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-06,2205519.0,646.15,2.05,16.397,63.254,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-07,2217324.0,672.113,0.455,17.365,67.467,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-08,2228613.0,642.734,1.253,18.561,70.997,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-09,2241261.0,720.108,1.651,18.162,75.609,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-10,2257557.0,927.806,1.423,18.618,75.154,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-11,2273761.0,922.568,1.48,18.788,77.943,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-12,2287609.0,788.43,1.822,20.098,79.822,65.36,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-13,2299639.0,684.923,1.879,20.781,81.132,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-14,2318836.0,1092.973,0.342,21.464,84.605,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-15,2339014.0,1148.826,0.911,21.635,91.38,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-16,2359778.0,1182.189,1.993,21.92,95.992,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-17,2383371.0,1343.257,2.505,22.888,95.365,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-18,2404403.0,1197.448,1.936,23.514,96.618,,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-19,2426201.0,1241.06,2.107,24.368,97.871,65.62,17564020.0,82.28,48472.545
NLD,Europe,Netherlands,2021-11-20,2446847.0,1175.471,3.131,24.596,101.628,,17564020.0,82.28,48472.545
